#SUBMITTED ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_NOTE,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0037146,FBgn0037146,CG7470,79A5-79A6,-,3-47 <newline> 3-44.0,-,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR000965, InterPro:IPR005766, InterPro:IPR015590, InterPro:IPR016161, InterPro:IPR016162, InterPro:IPR016163, InterPro:IPR020593 <newline> proline biosynthetic process ; GO:0006561 | inferred from sequence or structural similarity with UniProtKB:P54886",mitochondrial inner membrane ; GO:0005743 | inferred from sequence or structural similarity with UniProtKB:P54886 <newline> mitochondrion ; GO:0005739 | inferred from biological aspect of ancestor with PANTHER:PTN000869169,glutamate 5-kinase activity ; GO:0004349 | inferred from electronic annotation with InterPro:IPR019797 <newline> delta1-pyrroline-5-carboxylate synthetase activity ; GO:0017084 | inferred from sequence or structural similarity with UniProtKB:P54886 <newline> glutamate-5-semialdehyde dehydrogenase activity ; GO:0004350 | inferred from biological aspect of ancestor with PANTHER:PTN000115463,3L,21984606,21972002,1,-,-,Mar-47,CG7470
FBgn0037447,FBgn0037447,CG2330,83E8-83E8,-,3-47.5 <newline> 3-44.1,-,-,-,SO0000010:protein_coding_gene,muscle system process ; GO:0003012 | inferred from expression pattern inferred from genetic interaction with Mhc,neuronal cell body ; GO:0043025 | inferred from sequence or structural similarity with UniProtKB:O35095 <newline> dendrite ; GO:0030425 | inferred from sequence or structural similarity with UniProtKB:O35095,molecular_function ; GO:0003674 | no biological data available,3R,6471016,6468437,1,regulatory_region FBsf0000435802 3R:6476277..6477208 evidence=Reporter construct (in vivo),Neurochondrin,3-47.5,Neurochondrin
FBgn0037488,FBgn0037488,CG14607,84D3-84D3,-,3-48 <newline> 3-44.2,-,-,-,SO0000010:protein_coding_gene,chitin metabolic process ; GO:0006030 | inferred from electronic annotation with InterPro:IPR002557,extracellular region ; GO:0005576 | inferred from electronic annotation with InterPro:IPR002557,chitin binding ; GO:0008061 | inferred from electronic annotation with InterPro:IPR002557,3R,7244006,7241760,1,-,-,Mar-48,CG14607
FBgn0037536,FBgn0037536,CG2698,84E8-84E8,-,3-48 <newline> 3-44.7,-,-,-,SO0000010:protein_coding_gene,sensory perception of pain ; GO:0019233 | inferred from mutant phenotype,-,-,3R,8006033,8001562,1,-,-,Mar-48,CG2698
FBgn0037612,FBgn0037612,CG8112,85A8-85A8,-,3-48 <newline> 3-45.4,-,-,-,SO0000010:protein_coding_gene,cholesterol esterification ; GO:0034435 | inferred from electronic annotation with InterPro:IPR030687 <newline> cholesterol homeostasis ; GO:0042632 | inferred from electronic annotation with InterPro:IPR030687 <newline> cholesterol metabolic process ; GO:0008203 | inferred from biological aspect of ancestor with PANTHER:PTN000823452,endoplasmic reticulum membrane ; GO:0005789 | inferred from biological aspect of ancestor with PANTHER:PTN000045225,cholesterol O-acyltransferase activity ; GO:0034736 | inferred from electronic annotation with InterPro:IPR030687 <newline> O-acyltransferase activity ; GO:0008374 | inferred from biological aspect of ancestor with PANTHER:PTN000045225,3R,8715263,8712933,1,-,-,Mar-48,CG8112
FBgn0037801,FBgn0037801,CG3999,86A2-86A2,-,3-49 <newline> 3-46.6,-,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR003437, InterPro:IPR020580, InterPro:IPR020581 <newline> glycine catabolic process ; GO:0006546 | inferred from electronic annotation with InterPro:IPR020580, InterPro:IPR020581",mitochondrion ; GO:0005739 | inferred from biological aspect of ancestor with PANTHER:PTN000206533,"glycine dehydrogenase (decarboxylating) activity ; GO:0004375 | inferred from electronic annotation with InterPro:IPR003437, InterPro:IPR020581",3R,10255268,10251518,1,-,-,Mar-49,CG3999
FBgn0037873,FBgn0037873,CG6666,86D7-86D8,-,3-50 <newline> 3-47.7,-,-,-,SO0000010:protein_coding_gene,"determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> mitochondrial electron transport, succinate to ubiquinone ; GO:0006121 | inferred from mutant phenotype <newline> tricarboxylic acid cycle ; GO:0006099 | inferred from sequence or structural similarity with UniProtKB:Q99643 <newline> response to oxidative stress ; GO:0006979 | inferred from mutant phenotype","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | inferred from sequence or structural similarity with UniProtKB:Q99643 <newline> mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) ; GO:0005749 | inferred from biological aspect of ancestor with PANTHER:PTN000104658",electron transfer activity ; GO:0009055 | inferred from electronic annotation with InterPro:IPR018495 <newline> succinate dehydrogenase (ubiquinone) activity ; GO:0008177 | inferred from sequence or structural similarity with UniProtKB:Q99643,3R,11209849,11208887,-1,-,"Succinate dehydrogenase, subunit C",Mar-50,SdhC
FBgn0038032,FBgn0038032,CG10096,87B9-87B9,-,3-52 <newline> 3-49.5,-,-,-,SO0000010:protein_coding_gene,long-chain fatty-acyl-CoA metabolic process ; GO:0035336 | inferred from biological aspect of ancestor with PANTHER:PTN000110226 <newline> wax biosynthetic process ; GO:0010025 | inferred from biological aspect of ancestor with PANTHER:PTN000110232,peroxisome ; GO:0005777 | inferred from biological aspect of ancestor with PANTHER:PTN000110227,fatty-acyl-CoA reductase (alcohol-forming) activity ; GO:0080019 | inferred from biological aspect of ancestor with PANTHER:PTN000110226 <newline> fatty-acyl-CoA reductase (alcohol-forming) activity ; GO:0080019 | inferred from sequence or structural similarity with HGNC:26222,3R,12395980,12390166,-1,-,-,Mar-52,CG10096
FBgn0038038,FBgn0038038,CG5167,87B9-87B9,-,3-52 <newline> 3-49.5,-,-,-,SO0000010:protein_coding_gene,oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR005097,-,oxidoreductase activity ; GO:0016491 | inferred from electronic annotation with InterPro:IPR005097,3R,12408107,12406532,1,-,-,Mar-52,CG5167
FBgn0038199,FBgn0038199,CG14358,88A8-88A8,-,3-54 <newline> 3-52.7,-,-,-,SO0000010:protein_coding_gene,neuropeptide signaling pathway ; GO:0007218 | inferred from direct assay,extracellular space ; GO:0005615 | inferred from sequence model inferred from direct assay <newline> extracellular space ; GO:0005615 | inferred from direct assay,neuropeptide hormone activity ; GO:0005184 | inferred from direct assay,3R,14096835,14092504,-1,-,CCHamide-1,Mar-54,CCHa1
FBgn0038271,FBgn0038271,CG3731,88D6-88D6,-,3-56 <newline> 3-54.8,-,-,-,SO0000010:protein_coding_gene,"protein processing involved in protein targeting to mitochondrion ; GO:0006627 | inferred from electronic annotation with InterPro:IPR037718 <newline> protein processing ; GO:0016485 | inferred from sequence or structural similarity with UniProtKB:O75439 <newline> mitochondrial electron transport, ubiquinol to cytochrome c ; GO:0006122 | inferred from biological aspect of ancestor with PANTHER:PTN000220240 <newline> aerobic respiration ; GO:0009060 | inferred from biological aspect of ancestor with PANTHER:PTN000220240 <newline> protein processing ; GO:0016485 | inferred from biological aspect of ancestor with PANTHER:PTN000220169 <newline> mitochondrial electron transport, ubiquinol to cytochrome c ; GO:0006122 | inferred from sequence or structural similarity with UniProtKB:P31930",mitochondrial processing peptidase complex ; GO:0017087 | inferred from electronic annotation with InterPro:IPR037718 <newline> mitochondrion ; GO:0005739 | inferred from high throughput direct assay <newline> mitochondrial respiratory chain complex III ; GO:0005750 | inferred from biological aspect of ancestor with PANTHER:PTN000220240 <newline> mitochondrial respiratory chain complex III ; GO:0005750 | inferred from sequence or structural similarity with UniProtKB:P31930 <newline> mitochondrial matrix ; GO:0005759 | inferred from sequence or structural similarity with UniProtKB:O75439,zinc ion binding ; GO:0008270 | inferred from biological aspect of ancestor with PANTHER:PTN000220169 <newline> metalloendopeptidase activity ; GO:0004222 | inferred from biological aspect of ancestor with PANTHER:PTN000220169 <newline> ubiquinol-cytochrome-c reductase activity ; GO:0008121 | inferred from sequence or structural similarity with UniProtKB:P31930 <newline> metalloendopeptidase activity ; GO:0004222 | inferred from sequence or structural similarity with UniProtKB:O75439,3R,14892387,14890231,1,-,Ubiquinol-cytochrome c reductase core protein 1,Mar-56,UQCR-C1
FBgn0038401,FBgn0038401,CG5916,89B6-89B6,-,3-58 <newline> 3-58.1,-,-,-,SO0000010:protein_coding_gene,activation of GTPase activity ; GO:0090630 | inferred from biological aspect of ancestor with PANTHER:PTN000537561 <newline> regulation of vesicle fusion ; GO:0031338 | inferred from biological aspect of ancestor with PANTHER:PTN000537561 <newline> regulation of GTPase activity ; GO:0043087 | inferred from sequence or structural similarity with Evi5 <newline> intracellular protein transport ; GO:0006886 | inferred from biological aspect of ancestor with PANTHER:PTN000537561,endomembrane system ; GO:0012505 | inferred from biological aspect of ancestor with PANTHER:PTN000537561 <newline> intracellular ; GO:0005622 | inferred from biological aspect of ancestor with PANTHER:PTN000537561,Rab GTPase binding ; GO:0017137 | inferred from biological aspect of ancestor with PANTHER:PTN000537561 <newline> GTPase activator activity ; GO:0005096 | inferred from sequence or structural similarity with Evi5 <newline> GTPase activator activity ; GO:0005096 | inferred from biological aspect of ancestor with PANTHER:PTN000537561,3R,16149636,16147029,1,-,-,Mar-58,CG5916
FBgn0038420,FBgn0038420,CG10311,89B13-89B13,-,3-58 <newline> 3-58.3,-,-,-,SO0000010:protein_coding_gene,-,integral component of membrane ; GO:0016021 | inferred from sequence model,-,3R,16357015,16350786,-1,-,-,Mar-58,CG10311
FBgn0038467,FBgn0038467,CG3590,89E8-89E8,-,3-59 <newline> 3-59.0,-,-,-,SO0000010:protein_coding_gene,purine nucleotide metabolic process ; GO:0006163 | inferred from sequence or structural similarity with RGD:1307617 <newline> 'de novo' AMP biosynthetic process ; GO:0044208 | inferred from biological aspect of ancestor with PANTHER:PTN000154581,cytosol ; GO:0005829 | inferred from sequence or structural similarity with RGD:1307617,"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity ; GO:0070626 | inferred from biological aspect of ancestor with PANTHER:PTN000154581 <newline> N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity ; GO:0004018 | inferred from sequence or structural similarity with RGD:1307617 <newline> N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity ; GO:0004018 | inferred from biological aspect of ancestor with PANTHER:PTN000154581",3R,17021120,17018780,-1,-,Adenylosuccinate Lyase,Mar-59,AdSL
FBgn0038478,FBgn0038478,CG5148,89E12-89E12,-,3-59 <newline> 3-59.2,-,-,-,SO0000010:protein_coding_gene,"positive regulation of CENP-A containing nucleosome assembly ; GO:1903099 | inferred from direct assay <newline> protein localization to kinetochore ; GO:0034501 | inferred from mutant phenotype <newline> regulation of kinetochore assembly ; GO:0090234 | inferred from direct assay <newline> protein localization to chromosome, centromeric region ; GO:0071459 | inferred from mutant phenotype <newline> mitotic cell cycle ; GO:0000278 | inferred from mutant phenotype <newline> female meiosis chromosome segregation ; GO:0016321 | inferred from mutant phenotype","kinetochore ; GO:0000776 | colocalizes_with inferred from direct assay <newline> nucleolus ; GO:0005730 | inferred from direct assay <newline> chromosome, centromeric region ; GO:0000775 | inferred from direct assay","histone binding ; GO:0042393 | inferred from electronic annotation with InterPro:IPR018465 <newline> protein binding ; GO:0005515 | inferred from physical interaction with cid <newline> protein binding, bridging ; GO:0030674 | inferred from physical interaction with cid, Cenp-C",3R,17091938,17088280,1,-,chromosome alignment defect 1,Mar-59,cal1
FBgn0038484,FBgn0038484,CG5246,89F1-89F1,-,3-60 <newline> 3-59.2,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",-,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model",3R,17137195,17136111,1,-,-,Mar-60,CG5246
FBgn0038577,FBgn0038577,CG12321,90F6-90F6,-,3-62 <newline> 3-61.9,-,-,-,SO0000010:protein_coding_gene,proteasome assembly ; GO:0043248 | inferred from biological aspect of ancestor with PANTHER:PTN001403976,cytosol ; GO:0005829 | inferred from biological aspect of ancestor with PANTHER:PTN001403976 <newline> nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN001403976,-,3R,18188707,18187805,-1,-,-,Mar-62,CG12321
FBgn0038603,FBgn0038603,CG7125,91A2-91A2,-,3-63 <newline> 3-62.3,-,-,-,SO0000010:protein_coding_gene,"protein phosphorylation ; GO:0006468 | inferred from electronic annotation with InterPro:IPR000719, InterPro:IPR002290, InterPro:IPR008271, InterPro:IPR015727 <newline> protein phosphorylation ; GO:0006468 | non-traceable author statement <newline> protein kinase D signaling ; GO:0089700 | inferred from biological aspect of ancestor with PANTHER:PTN000540182",cytoplasm ; GO:0005737 | inferred from direct assay,"protein kinase C activity ; GO:0004697 | inferred from electronic annotation with InterPro:IPR015727 <newline> ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR000719, InterPro:IPR002290, InterPro:IPR015727, InterPro:IPR017441 <newline> protein serine/threonine kinase activity ; GO:0004674 | non-traceable author statement",3R,18314407,18303279,-1,-,Protein Kinase D,Mar-63,PKD
FBgn0038756,FBgn0038756,CG4783,92B9-92B9,-,3-67 <newline> 3-69.5,-,-,-,SO0000010:protein_coding_gene,-,-,-,3R,19948907,19948443,1,-,-,Mar-67,CG4783
FBgn0038830,FBgn0038830,CG17272,93A1-93A1,-,3-69 <newline> 3-73.0,-,-,-,SO0000010:protein_coding_gene,-,-,calcium ion binding ; GO:0005509 | inferred from electronic annotation with InterPro:IPR002048,3R,20824239,20823313,-1,-,-,Mar-69,CG17272
FBgn0039030,FBgn0039030,CG6660,94D3-94D4,-,3-77 <newline> 3-79.0,-,-,-,SO0000010:protein_coding_gene,"fatty acid elongation, saturated fatty acid ; GO:0019367 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> fatty acid elongation, monounsaturated fatty acid ; GO:0034625 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> sphingolipid biosynthetic process ; GO:0030148 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> fatty acid elongation, polyunsaturated fatty acid ; GO:0034626 | inferred from biological aspect of ancestor with PANTHER:PTN000125390 <newline> very long-chain fatty acid biosynthetic process ; GO:0042761 | inferred from biological aspect of ancestor with PANTHER:PTN000125390",integral component of endoplasmic reticulum membrane ; GO:0030176 | inferred from biological aspect of ancestor with PANTHER:PTN000125390,fatty acid elongase activity ; GO:0009922 | inferred from biological aspect of ancestor with PANTHER:PTN000125390,3R,22924525,22923352,1,-,-,Mar-77,CG6660
